wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-10-04_11-52-52_0000572,0,0.607952,0.632270,24.32,0.000000,0.000000,added_manually,2026-03-15T23:18:59.390062
2024-10-04_11-52-52_0000572,1,0.697118,0.746607,49.49,0.000000,0.000000,added_manually,2026-03-15T23:18:59.779562
2024-10-04_11-52-52_0000572,2,0.984242,1.049517,65.27,0.000000,0.000000,added_manually,2026-03-15T23:19:00.141014
2024-10-04_11-52-52_0000572,3,1.152335,1.178453,26.12,0.051120,0.045342,,2026-03-15T23:19:00.506513
2024-10-04_11-52-52_0000572,4,1.277339,1.305923,28.58,0.000000,0.000000,added_manually,2026-03-15T23:19:00.861488
2024-10-04_11-52-52_0000572,5,1.986829,2.015413,28.58,0.000000,0.000000,added_manually,2026-03-15T23:19:01.211874
2024-10-04_11-52-52_0000572,6,2.595634,2.686080,90.45,0.000000,0.000000,added_manually,2026-03-15T23:19:01.723350
2024-10-04_11-52-52_0000572,7,2.997948,3.085653,87.70,0.056688,0.047723,,2026-03-15T23:19:02.083543
2024-10-04_11-52-52_0000572,8,3.222357,3.274406,52.05,0.057851,0.044501,,2026-03-15T23:19:02.429013
2024-10-04_11-52-52_0000572,9,3.421168,3.450606,29.44,0.000000,0.000000,added_manually,2026-03-15T23:19:02.779047
2024-10-04_11-52-52_0000572,10,3.691653,3.717678,26.02,0.000000,0.000000,added_manually,2026-03-15T23:19:03.128042
2024-10-04_11-52-52_0000572,11,3.799165,3.837988,38.82,0.000000,0.000000,added_manually,2026-03-15T23:19:03.488512
2024-10-04_11-52-52_0000572,12,3.997549,4.069650,72.10,0.000000,0.000000,added_manually,2026-03-15T23:19:03.841603
2024-10-04_11-52-52_0000572,13,4.203520,4.241920,38.40,0.075847,0.053408,,2026-03-15T23:19:04.210597
2024-10-04_11-52-52_0000572,14,4.420769,4.506453,85.68,0.069767,0.055732,,2026-03-15T23:19:04.566941
2024-10-04_11-52-52_0000572,15,4.686561,4.778287,91.73,0.000000,0.000000,added_manually,2026-03-15T23:19:04.923941
2024-10-04_11-52-52_0000572,16,4.839295,4.860200,20.91,0.000000,0.000000,added_manually,2026-03-15T23:19:05.275941
2024-10-04_11-52-52_0000572,17,5.026987,5.058585,31.60,0.049627,0.042022,,2026-03-15T23:19:05.629471
