candidate_id,source_file,start_ms,end_ms,duration_ms,context_start_ms,context_end_ms,peak_freq_hz,peak_energy_db,interference_flag,spectrogram_path
2024-09-30_11-18-27_0000003_00001816,2024-09-30_11-18-27_0000003.wav,1816.32,1834.2399999999998,17.919999999999845,1766.32,1884.2399999999998,69726.5625,3.2365996979410365,False,
2024-09-30_11-18-27_0000003_00001918,2024-09-30_11-18-27_0000003.wav,1918.2933333333333,1943.4666666666665,25.173333333333176,1868.2933333333333,1993.4666666666665,71484.375,8.833744914983907,False,
2024-09-30_11-18-27_0000003_00002506,2024-09-30_11-18-27_0000003.wav,2505.813333333333,2530.133333333333,24.320000000000164,2455.813333333333,2580.133333333333,65625.0,5.319548069845615,False,
2024-09-30_11-18-27_0000003_00002874,2024-09-30_11-18-27_0000003.wav,2873.6,2891.52,17.920000000000073,2823.6,2941.52,96093.75,7.090793943166032,False,
2024-09-30_11-18-27_0000003_00003432,2024-09-30_11-18-27_0000003.wav,3431.68,3465.3866666666663,33.70666666666648,3381.68,3515.3866666666663,86132.8125,7.50995953040932,False,
2024-09-30_11-18-27_0000003_00003588,2024-09-30_11-18-27_0000003.wav,3587.8399999999997,3615.5733333333333,27.733333333333576,3537.8399999999997,3665.5733333333333,65625.0,13.051485741736897,False,
2024-09-30_11-18-27_0000003_00003852,2024-09-30_11-18-27_0000003.wav,3852.373333333333,3877.973333333333,25.59999999999991,3802.373333333333,3927.973333333333,63867.1875,6.315324955207292,False,
2024-09-30_11-18-27_0000003_00003959,2024-09-30_11-18-27_0000003.wav,3958.6133333333332,4016.213333333333,57.59999999999991,3908.6133333333332,4066.213333333333,72656.25,10.722673690006362,False,
2024-09-30_11-18-27_0000003_00004092,2024-09-30_11-18-27_0000003.wav,4092.16,4148.48,56.31999999999971,4042.16,4198.48,82617.1875,18.030352665532735,False,
2024-09-30_11-18-27_0000003_00004178,2024-09-30_11-18-27_0000003.wav,4177.92,4247.04,69.11999999999989,4127.92,4297.04,66210.9375,7.284719159968999,False,
2024-09-30_11-18-27_0000003_00004259,2024-09-30_11-18-27_0000003.wav,4258.5599999999995,4272.639999999999,14.079999999999927,4208.5599999999995,4322.639999999999,28125.0,3.1029240027490808,False,
2024-09-30_11-18-27_0000003_00004451,2024-09-30_11-18-27_0000003.wav,4450.5599999999995,4560.213333333333,109.65333333333365,4400.5599999999995,4610.213333333333,26953.125,9.955157532724904,False,
2024-09-30_11-18-27_0000003_00004787,2024-09-30_11-18-27_0000003.wav,4786.773333333333,4805.546666666666,18.77333333333354,4736.773333333333,4855.546666666666,26367.1875,15.242119050588709,False,
2024-09-30_11-18-27_0000003_00004814,2024-09-30_11-18-27_0000003.wav,4813.653333333333,4860.586666666666,46.933333333333394,4763.653333333333,4910.586666666666,28710.9375,9.123623290331524,False,
2024-09-30_11-18-27_0000003_00005028,2024-09-30_11-18-27_0000003.wav,5028.266666666666,5069.653333333333,41.386666666666315,4978.266666666666,5119.653333333333,29296.875,13.615113616020189,False,
2024-09-30_11-18-27_0000003_00005078,2024-09-30_11-18-27_0000003.wav,5077.759999999999,5121.28,43.52000000000044,5027.759999999999,5171.28,65039.0625,11.038551163499534,False,
2024-09-30_11-18-27_0000003_00005137,2024-09-30_11-18-27_0000003.wav,5136.639999999999,5155.413333333333,18.77333333333354,5086.639999999999,5205.413333333333,31640.625,7.05726369419402,False,
2024-09-30_11-18-27_0000003_00005308,2024-09-30_11-18-27_0000003.wav,5307.733333333333,5349.546666666666,41.8133333333335,5257.733333333333,5399.546666666666,84375.0,10.671910307270796,False,
2024-09-30_11-18-27_0000003_00005424,2024-09-30_11-18-27_0000003.wav,5424.213333333333,5455.36,31.146666666666533,5374.213333333333,5505.36,86132.8125,8.008961661485767,False,
